tenure_months,monthly_charges,total_purchases,avg_order_value,num_support_tickets,days_since_last_purchase,is_premium_member,num_returns,app_sessions_per_week,email_open_rate,discount_usage_rate,churn
4.2,49.96,2,35.83,2,10.7,0,0,5.39,0.621,0.567,0
31.6,55.13,18,23.13,2,14.2,1,1,1.68,0.401,0.213,0
13.5,36.43,9,57.77,0,5.3,0,0,2.05,0.495,0.148,0
22.4,41.45,9,33.19,0,8.9,1,1,4.02,0.53,0.373,0
19.7,30.05,11,36.5,1,9.1,1,0,5.17,0.1,0.496,0
22.2,50.48,7,38.4,1,9.2,0,0,2.03,0.477,0.489,0
56.5,40.62,19,25.7,1,62.4,0,1,4.64,0.252,0.41,0
51.0,51.48,30,27.63,2,17.7,0,0,1.99,0.422,0.276,0
7.4,27.27,5,17.57,2,7.5,1,3,1.09,0.168,0.152,0
19.2,53.2,13,7.39,1,7.3,0,0,2.45,0.665,0.287,0
2.4,48.04,1,36.14,1,37.5,0,0,6.55,0.474,0.026,0
23.8,47.46,12,30.39,0,20.5,0,2,1.11,0.26,0.171,0
27.7,52.01,12,23.24,0,38.1,0,0,3.44,0.776,0.419,0
1.3,40.72,2,45.43,0,20.6,1,0,3.42,0.49,0.397,0
13.1,113.52,7,51.35,0,49.2,1,1,3.07,0.528,0.037,0
22.4,53.43,8,43.82,4,10.3,0,1,4.31,0.3,0.205,0
17.3,46.89,9,40.11,2,37.0,0,1,0.61,0.108,0.261,0
4.3,58.36,0,65.2,2,3.9,1,0,2.52,0.293,0.064,0
4.8,35.62,2,32.06,1,22.1,1,1,2.02,0.159,0.667,0
12.0,35.02,6,53.69,1,9.0,0,3,3.69,0.562,0.733,0
9.4,59.41,4,79.03,2,14.9,1,0,5.58,0.114,0.13,0
10.2,61.0,2,54.23,1,26.7,1,0,3.0,0.339,0.456,0
3.7,66.45,0,24.36,1,16.6,1,1,4.65,0.708,0.115,0
13.7,19.35,4,24.95,2,26.2,0,0,4.27,0.295,0.496,0
37.8,42.72,16,22.85,2,0.7,0,1,1.99,0.53,0.431,0
4.5,50.93,2,46.55,1,10.2,1,1,2.41,0.268,0.342,0
11.2,57.97,8,25.24,1,61.7,1,0,7.98,0.312,0.077,1
20.7,54.48,6,40.42,0,28.7,0,1,1.52,0.456,0.231,0
2.9,29.68,1,10.39,2,13.2,0,1,10.22,0.266,0.152,1
13.8,54.27,8,66.2,1,24.7,0,1,8.95,0.153,0.135,0
27.2,50.78,16,34.52,3,0.5,1,0,1.5,0.246,0.607,0
5.5,50.73,2,47.12,1,6.9,0,1,4.88,0.28,0.049,1
14.8,25.26,6,30.84,2,46.7,0,1,4.72,0.391,0.491,0
25.8,28.18,11,25.6,2,13.7,1,1,1.07,0.533,0.351,0
54.6,77.62,23,56.74,0,61.0,0,0,5.78,0.091,0.217,0
14.2,62.75,4,38.2,3,6.2,1,0,3.41,0.775,0.195,0
7.2,43.87,5,22.27,4,36.0,0,1,2.91,0.414,0.163,0
7.3,44.17,4,45.16,2,0.4,0,1,5.12,0.244,0.235,1
3.5,85.01,1,50.36,2,0.1,0,0,3.11,0.27,0.147,1
39.8,45.82,16,36.5,1,2.9,1,0,2.7,0.773,0.363,0
24.8,42.9,12,17.85,0,6.1,0,1,3.85,0.354,0.31,0
4.8,30.72,1,59.9,0,0.9,1,1,3.28,0.337,0.162,0
6.9,40.79,4,52.21,0,4.7,0,1,2.54,0.08,0.289,1
14.0,14.71,7,26.34,1,41.3,0,1,7.25,0.246,0.27,0
27.0,54.37,15,32.74,2,49.4,0,1,11.66,0.067,0.441,0
19.2,67.67,13,38.13,2,2.5,0,2,8.42,0.477,0.338,0
17.9,67.87,8,57.65,1,7.6,1,0,4.82,0.63,0.382,0
15.5,32.36,11,44.98,4,18.8,1,0,3.03,0.455,0.484,0
5.0,5.0,2,56.85,0,21.6,0,0,3.84,0.272,0.515,0
14.2,51.11,16,33.13,1,0.6,0,0,2.76,0.158,0.13,0
12.9,68.74,5,54.41,1,48.6,1,0,1.62,0.171,0.175,1
3.5,16.13,1,53.67,1,11.1,0,0,1.32,0.288,0.399,0
39.2,38.28,23,46.94,0,11.6,0,1,8.48,0.777,0.213,0
8.1,51.43,4,13.29,1,1.8,0,0,1.58,0.102,0.252,1
3.6,29.86,0,48.1,2,14.9,0,1,4.48,0.24,0.218,0
9.3,13.89,3,41.33,2,17.7,0,0,4.05,0.27,0.477,0
10.8,31.61,3,81.3,1,12.2,0,2,1.2,0.149,0.351,1
12.6,34.76,5,46.83,0,43.7,0,1,3.12,0.28,0.234,1
10.7,11.05,6,27.6,2,2.3,1,0,3.18,0.099,0.231,0
13.2,64.29,9,49.24,0,4.1,1,2,3.16,0.353,0.408,0
14.9,72.97,3,30.12,0,9.4,0,0,4.66,0.544,0.091,1
14.4,45.53,8,38.18,5,18.8,1,1,3.23,0.452,0.13,0
17.8,58.13,11,15.56,0,11.0,0,1,1.96,0.338,0.27,1
18.6,18.37,7,50.14,1,38.1,0,0,5.82,0.518,0.194,0
18.9,42.45,6,17.5,1,4.8,0,0,2.78,0.088,0.541,0
22.4,34.58,6,42.92,3,5.5,0,0,4.98,0.202,0.305,0
7.4,52.41,2,32.66,0,44.4,0,1,6.26,0.777,0.09,1
7.6,5.0,4,35.63,2,12.6,1,1,3.13,0.234,0.243,0
27.1,39.53,14,45.3,0,21.1,1,0,6.23,0.155,0.499,0
9.6,56.31,6,19.37,3,9.4,0,0,3.41,0.205,0.098,0
12.1,49.29,5,54.82,0,9.4,1,1,2.09,0.5,0.402,0
11.3,59.09,1,32.55,1,3.1,0,0,3.72,0.424,0.011,0
53.4,34.23,25,57.63,0,43.7,1,0,2.11,0.395,0.192,0
6.3,5.0,3,21.8,1,35.0,0,1,2.74,0.252,0.177,0
6.2,64.78,4,40.42,1,15.4,0,3,4.91,0.606,0.287,0
13.2,58.66,8,37.13,2,0.8,0,1,3.19,0.15,0.064,1
11.5,73.24,2,55.83,1,5.1,0,0,1.07,0.51,0.219,0
4.7,46.34,4,58.92,1,4.2,0,0,3.64,0.326,0.239,0
12.4,52.49,5,55.36,1,15.4,0,0,1.49,0.359,0.415,1
13.5,86.93,6,50.99,2,3.4,0,0,2.53,0.219,0.08,0
8.8,11.68,6,28.06,2,11.3,0,0,7.44,0.472,0.273,0
11.8,53.0,13,38.9,1,4.3,0,0,8.03,0.525,0.585,0
6.9,66.92,1,57.08,2,6.7,1,1,5.94,0.264,0.668,0
4.7,48.83,1,29.9,1,7.2,0,1,2.71,0.492,0.145,1
9.5,46.19,5,36.48,1,5.2,0,2,1.54,0.101,0.076,1
5.5,18.3,1,5.0,1,6.1,0,1,3.75,0.072,0.248,0
3.9,71.41,1,21.64,0,3.4,0,1,3.66,0.163,0.54,0
1.9,64.24,0,33.85,2,29.7,1,2,3.22,0.376,0.441,1
15.7,68.09,6,39.73,2,72.0,1,1,5.44,0.479,0.68,1
9.2,44.61,13,45.26,1,30.5,0,0,0.34,0.415,0.32,0
27.2,39.23,16,5.89,0,9.1,0,0,2.52,0.079,0.426,0
9.9,44.88,6,71.32,2,28.2,0,2,2.81,0.364,0.197,0
15.7,75.59,12,34.27,1,1.3,0,1,8.3,0.07,0.137,1
7.8,40.31,3,33.79,0,8.7,0,1,9.98,0.287,0.13,0
12.9,71.67,11,22.39,0,10.1,0,1,3.55,0.61,0.266,0
1.9,42.35,2,16.63,1,0.3,0,1,3.81,0.304,0.379,0
9.4,29.57,3,52.39,2,60.0,1,1,3.09,0.419,0.583,0
6.4,7.61,4,44.99,1,12.5,1,1,4.42,0.131,0.162,0
25.4,55.33,12,39.72,1,88.2,1,1,1.47,0.222,0.345,1
14.9,58.83,6,40.36,3,6.5,0,3,1.35,0.079,0.457,0
23.0,24.29,17,42.5,0,77.2,0,0,4.4,0.427,0.468,0
29.3,71.58,14,45.72,0,19.0,0,0,1.23,0.536,0.041,0
8.8,20.14,3,29.25,0,10.8,0,2,1.45,0.444,0.12,0
14.5,57.75,5,47.16,0,35.7,0,2,1.28,0.27,0.137,0
5.0,58.63,4,36.92,2,15.6,0,0,11.7,0.428,0.078,1
17.4,64.32,12,18.29,1,35.1,0,0,1.45,0.538,0.374,0
19.2,9.53,9,45.78,2,14.1,0,2,12.55,0.573,0.553,0
16.6,64.2,9,21.19,3,10.8,0,0,1.57,0.295,0.222,0
8.8,42.39,2,20.57,1,18.7,1,1,2.7,0.401,0.099,0
41.6,38.87,26,51.72,1,28.2,0,0,0.22,0.653,0.061,0
13.5,59.85,5,26.71,0,1.0,1,1,0.1,0.301,0.4,0
5.0,62.29,4,21.92,1,10.3,0,0,1.64,0.425,0.11,1
20.5,9.2,12,29.38,0,3.7,1,0,2.82,0.291,0.422,0
25.9,21.78,17,25.0,1,59.8,1,0,2.63,0.425,0.145,0
5.1,66.59,3,73.48,0,71.5,0,1,3.85,0.458,0.308,1
10.9,53.55,7,38.0,1,48.1,1,0,2.7,0.262,0.082,1
3.5,48.27,1,47.63,2,14.4,0,2,6.54,0.451,0.25,0
30.0,27.26,15,55.67,1,28.2,0,1,4.56,0.748,0.167,0
12.3,52.9,7,40.98,1,51.1,0,1,2.81,0.518,0.119,0
6.4,66.94,2,56.85,3,41.1,1,0,1.26,0.703,0.692,0
26.1,86.72,15,50.04,1,15.3,0,0,3.25,0.796,0.477,0
13.2,38.62,6,46.64,0,3.2,0,1,2.0,0.716,0.283,0
23.7,60.79,21,40.48,0,48.1,0,3,3.78,0.338,0.246,0
18.2,78.39,10,54.28,0,34.4,0,0,3.15,0.276,0.391,1
5.6,18.92,6,6.18,0,10.3,0,1,2.64,0.209,0.274,1
8.5,77.38,5,36.85,1,12.5,0,1,6.51,0.158,0.491,0
6.5,48.61,0,34.35,2,90.6,0,1,1.77,0.088,0.485,1
4.7,46.35,3,38.1,1,18.4,0,0,6.09,0.485,0.287,0
2.6,35.25,0,54.98,1,3.7,0,1,3.35,0.711,0.191,0
47.0,38.45,20,36.24,3,3.6,0,0,0.62,0.663,0.408,0
16.3,31.59,8,25.37,1,1.3,0,1,3.26,0.268,0.41,0
18.1,27.85,18,5.0,1,17.7,0,0,2.24,0.18,0.058,0
28.1,53.09,16,36.09,2,0.5,0,3,1.2,0.312,0.017,0
8.4,65.03,4,52.54,0,34.0,0,1,7.49,0.359,0.51,0
3.7,26.14,1,36.3,1,7.7,0,1,4.1,0.035,0.139,1
22.3,32.49,9,41.24,1,8.4,1,0,1.01,0.266,0.421,0
4.4,49.61,3,36.76,1,28.6,1,1,3.49,0.68,0.096,0
21.9,24.94,14,47.87,3,2.2,1,2,0.97,0.587,0.441,0
3.2,49.39,2,42.66,0,15.0,0,1,6.99,0.611,0.491,0
4.1,40.15,4,37.38,0,9.2,0,1,5.53,0.711,0.223,0
7.7,15.52,4,15.95,2,2.1,0,1,4.16,0.13,0.24,0
21.4,53.49,8,25.61,1,7.1,1,2,5.1,0.206,0.406,0
38.0,34.9,23,39.95,1,19.8,0,1,3.78,0.522,0.09,0
18.1,63.45,6,55.12,2,21.8,1,1,14.92,0.411,0.231,0
8.0,41.48,2,37.7,1,2.7,1,1,3.8,0.482,0.165,0
25.1,32.2,9,40.26,3,55.8,1,1,0.99,0.1,0.224,1
3.1,44.4,1,30.87,3,4.1,0,0,3.98,0.619,0.44,0
5.9,67.36,5,38.24,1,21.8,0,1,0.9,0.73,0.56,1
14.2,78.15,8,42.36,3,7.9,0,2,3.01,0.899,0.386,0
22.8,55.68,17,48.95,1,24.3,0,2,0.69,0.58,0.495,0
11.3,34.4,7,12.64,3,33.6,1,0,0.35,0.612,0.08,0
10.4,45.59,4,23.67,1,1.7,1,0,2.68,0.538,0.075,0
10.8,43.23,1,39.5,2,31.9,0,0,1.73,0.469,0.35,1
27.9,42.3,14,47.79,2,2.6,0,1,3.5,0.435,0.112,0
6.9,40.42,6,21.5,1,14.6,1,1,2.19,0.176,0.334,0
5.6,27.62,0,12.01,1,8.2,0,0,3.61,0.38,0.388,0
10.7,62.56,10,53.45,1,7.3,1,0,3.19,0.294,0.265,0
30.6,60.49,17,38.09,1,3.3,1,0,1.24,0.9,0.569,0
7.6,45.42,2,38.29,2,22.6,0,1,1.61,0.391,0.081,0
10.8,67.66,7,35.5,0,7.2,0,3,3.12,0.373,0.12,0
3.0,55.64,0,14.64,2,14.1,1,3,2.69,0.579,0.527,0
11.2,24.9,4,52.73,1,0.3,1,2,2.26,0.228,0.205,1
15.8,38.62,4,56.13,0,18.5,0,1,4.49,0.302,0.513,1
4.4,71.65,2,49.02,1,22.6,0,0,7.31,0.608,0.738,0
28.0,38.51,19,19.09,2,1.3,0,0,2.73,0.53,0.646,0
15.6,32.52,11,30.37,0,15.2,0,0,2.22,0.253,0.249,1
8.7,58.0,8,8.0,0,25.1,0,2,4.03,0.232,0.413,1
15.7,39.96,4,50.83,1,3.1,1,1,0.35,0.188,0.368,0
18.9,55.09,15,64.79,0,0.9,0,1,2.8,0.567,0.258,0
2.2,44.35,1,25.64,3,4.3,1,0,1.71,0.627,0.211,0
16.2,30.66,10,60.26,1,8.7,0,0,2.4,0.19,0.367,0
29.8,32.52,20,41.78,0,11.1,0,1,4.52,0.628,0.282,0
6.8,14.66,3,28.36,2,1.5,0,0,3.3,0.406,0.422,0
8.8,25.11,2,17.3,1,77.6,1,0,3.18,0.151,0.171,1
10.1,56.31,3,20.6,0,23.4,1,0,5.11,0.466,0.124,0
23.0,66.7,21,34.5,0,2.9,0,1,4.75,0.346,0.043,0
5.1,34.01,2,33.56,3,31.9,0,1,3.97,0.316,0.335,1
18.3,20.25,8,18.28,3,7.7,0,1,2.91,0.481,0.394,0
10.2,65.48,6,55.85,4,9.4,0,1,3.57,0.683,0.632,0
39.2,66.01,11,56.61,0,1.5,0,1,9.18,0.22,0.273,0
10.7,58.01,9,17.74,0,11.0,0,2,4.94,0.116,0.557,1
1.1,18.88,0,46.71,3,1.6,0,2,1.1,0.269,0.13,1
20.7,54.27,15,47.1,6,22.8,1,0,1.93,0.407,0.26,0
17.6,54.93,10,58.84,0,8.4,0,0,2.44,0.454,0.237,0
15.1,61.21,11,12.27,0,7.0,0,1,4.7,0.284,0.315,0
29.3,47.72,18,28.12,2,20.9,0,1,4.1,0.071,0.373,1
2.6,31.5,1,18.46,4,23.3,0,1,8.32,0.134,0.229,0
6.0,37.72,2,37.32,2,20.4,1,0,3.06,0.669,0.302,0
12.9,66.19,8,33.69,2,31.1,1,1,1.86,0.433,0.208,0
14.5,51.83,6,25.63,0,20.3,0,1,1.6,0.179,0.445,0
11.5,21.45,5,90.27,0,58.0,0,0,1.25,0.376,0.179,0
3.1,75.72,0,21.23,0,16.7,1,1,5.63,0.843,0.159,0
8.9,65.8,8,28.88,1,43.2,0,0,2.66,0.449,0.169,0
37.4,74.92,21,54.14,0,65.0,1,0,7.8,0.534,0.306,0
4.9,65.42,3,36.01,0,3.6,0,0,4.29,0.521,0.457,0
12.6,28.29,8,37.15,1,22.6,0,1,1.4,0.362,0.491,1
18.3,50.94,9,44.17,3,21.4,0,0,3.89,0.421,0.333,1
22.5,55.86,11,56.5,1,40.7,0,0,2.75,0.402,0.342,0
20.7,20.8,7,44.9,0,8.2,1,0,3.78,0.259,0.222,0
8.4,23.9,3,20.19,3,10.0,0,0,4.7,0.233,0.337,0
6.0,58.38,4,29.42,0,1.0,0,1,3.0,0.527,0.257,1
39.4,59.81,20,49.26,1,29.1,1,1,2.45,0.661,0.548,0
24.1,87.63,14,30.45,1,6.2,1,1,1.2,0.186,0.529,0
13.6,40.31,4,47.23,0,52.9,0,0,6.64,0.492,0.298,1
32.7,14.71,14,45.81,3,21.8,1,0,1.81,0.626,0.12,0
3.8,42.28,2,22.06,1,8.1,0,0,5.02,0.333,0.351,1
1.1,60.18,0,42.72,2,34.1,0,2,3.8,0.219,0.406,1
14.4,38.45,4,32.61,1,34.0,0,0,5.27,0.492,0.459,0
14.9,46.83,10,16.01,2,3.5,0,2,1.38,0.484,0.037,0
3.4,33.44,2,24.12,2,15.6,0,1,3.65,0.049,0.126,0
23.5,66.48,11,37.93,0,0.2,1,0,1.67,0.418,0.083,0
1.8,58.4,0,29.88,4,8.4,0,0,2.49,0.856,0.298,0
16.8,30.24,11,43.86,1,23.7,1,1,3.07,0.842,0.435,0
19.6,35.61,17,28.56,0,8.0,0,1,7.51,0.164,0.303,0
14.3,32.77,6,68.41,0,2.9,1,1,1.18,0.612,0.147,0
2.9,11.53,2,29.04,3,17.2,1,0,0.49,0.238,0.12,0
29.1,31.28,19,51.63,3,65.1,0,0,4.82,0.409,0.416,0
8.6,13.09,4,30.47,1,10.7,0,0,5.86,0.205,0.119,0
8.6,61.8,5,48.23,1,50.0,0,0,0.6,0.86,0.381,0
7.3,63.23,6,30.43,1,47.2,1,0,1.23,0.545,0.276,0
21.2,39.62,8,78.53,1,22.1,0,0,0.96,0.114,0.334,1
8.3,48.68,4,23.94,1,1.5,0,1,3.75,0.214,0.14,1
4.5,64.28,1,34.24,1,21.2,1,0,2.28,0.492,0.221,0
25.4,59.11,13,48.8,0,17.9,0,1,6.07,0.484,0.172,1
12.4,81.08,8,22.23,3,17.4,1,1,1.83,0.21,0.149,0
26.0,49.67,12,52.61,1,8.3,0,0,2.75,0.516,0.287,0
13.1,71.15,5,76.46,2,27.8,0,1,3.07,0.719,0.062,0
6.8,46.71,0,22.9,2,42.9,0,0,2.42,0.524,0.133,0
2.1,42.85,1,40.54,5,22.5,0,1,4.63,0.382,0.254,1
14.5,57.22,8,40.38,1,3.2,0,0,1.14,0.318,0.479,0
10.1,54.94,2,19.38,1,30.7,1,0,1.65,0.468,0.134,0
21.8,34.06,10,24.03,2,3.4,0,0,2.71,0.236,0.534,1
8.0,30.17,4,5.0,3,32.2,0,2,2.06,0.09,0.087,0
17.2,46.35,9,35.7,0,18.7,1,0,5.4,0.465,0.639,0
12.7,10.98,6,40.77,0,8.4,1,1,3.29,0.506,0.314,0
6.3,39.46,1,41.99,2,16.7,0,2,3.89,0.642,0.066,1
8.5,27.32,4,49.33,2,34.7,0,2,5.54,0.48,0.226,0
3.7,34.63,3,54.93,1,14.3,0,0,8.7,0.35,0.321,0
41.2,30.98,29,36.66,2,12.9,1,0,2.19,0.466,0.15,0
16.9,58.82,12,33.69,1,4.8,0,4,5.57,0.283,0.184,1
3.4,53.04,1,47.15,0,9.1,0,1,3.12,0.704,0.165,0
39.8,45.95,26,68.68,1,14.7,1,0,6.46,0.153,0.428,0
4.9,38.1,3,14.14,0,2.4,0,1,2.43,0.804,0.4,0
7.8,63.62,6,18.02,0,24.9,1,0,2.66,0.423,0.12,0
10.7,61.21,4,21.05,0,45.1,1,1,2.52,0.034,0.638,0
13.0,43.0,2,19.87,2,31.2,0,0,0.76,0.304,0.268,1
21.4,69.39,13,9.58,2,13.3,1,0,5.36,0.573,0.21,0
1.6,41.59,0,35.32,1,0.2,1,1,5.32,0.486,0.116,0
13.1,48.68,4,13.11,3,12.2,1,1,2.4,0.339,0.316,0
10.2,34.66,5,46.59,0,2.6,0,0,4.15,0.332,0.104,0
14.7,37.92,6,57.24,1,27.1,0,1,7.73,0.144,0.161,0
9.8,33.71,4,22.06,2,2.7,0,1,4.48,0.556,0.285,0
8.8,57.38,2,32.43,1,2.6,0,0,2.14,0.104,0.24,1
11.7,51.77,5,38.69,1,14.4,0,0,4.38,0.322,0.173,0
38.4,26.05,26,57.73,3,5.5,0,1,5.3,0.167,0.438,0
8.9,55.2,4,34.98,1,5.5,1,0,6.95,0.363,0.297,0
28.2,77.27,22,27.01,2,64.2,0,1,4.84,0.642,0.16,0
14.2,33.12,7,49.12,1,7.0,0,0,0.85,0.728,0.217,0
13.7,32.09,6,24.64,2,50.3,1,3,6.55,0.207,0.294,0
14.8,45.15,6,27.77,3,5.3,0,0,3.27,0.147,0.087,0
18.3,69.81,12,44.88,2,45.7,0,2,3.98,0.5,0.415,0
9.5,37.11,5,43.33,0,4.5,1,1,0.2,0.239,0.346,0
26.9,78.15,14,23.45,0,3.8,0,2,6.94,0.134,0.277,0
18.3,25.97,12,44.02,0,6.5,0,1,2.02,0.328,0.326,0
4.0,48.38,3,22.6,0,11.0,0,0,4.51,0.32,0.342,0
1.1,14.38,0,23.88,3,4.7,0,2,4.6,0.091,0.521,1
37.6,28.15,20,25.46,0,19.2,0,0,1.71,0.207,0.273,0
15.1,41.16,10,35.42,4,12.6,0,2,8.31,0.174,0.532,1
3.5,49.86,2,41.58,0,15.5,0,0,3.55,0.292,0.22,0
8.9,67.33,2,31.82,0,21.9,0,1,1.13,0.151,0.345,1
24.1,32.41,16,49.46,0,12.4,1,0,2.38,0.236,0.239,0
11.1,52.57,5,40.71,0,2.0,1,1,5.46,0.113,0.183,0
11.9,20.9,10,40.41,0,8.7,0,1,0.17,0.324,0.215,0
21.1,63.18,13,44.71,1,14.6,1,0,1.8,0.282,0.312,0
16.2,68.59,10,54.74,0,3.9,0,0,4.4,0.321,0.221,0
19.3,63.68,12,45.29,1,13.6,0,0,4.36,0.598,0.091,0
20.9,63.65,12,55.56,0,2.6,0,0,6.01,0.325,0.155,0
7.0,43.36,2,49.7,1,8.7,0,3,0.88,0.362,0.65,1
7.6,49.98,6,36.58,3,36.5,0,0,6.07,0.545,0.142,0
6.3,43.25,3,32.55,1,1.0,0,1,5.08,0.75,0.132,0
8.0,44.18,3,55.87,1,0.7,0,3,0.89,0.079,0.176,0
11.6,31.61,10,48.11,0,10.2,0,0,5.2,0.454,0.278,0
12.2,50.07,5,29.36,2,49.2,0,0,6.58,0.093,0.431,0
32.1,52.52,20,26.56,0,19.1,0,0,5.12,0.757,0.525,0
15.6,62.74,7,37.1,0,23.2,0,1,1.68,0.372,0.175,0
11.7,52.06,1,52.48,1,16.3,0,1,3.07,0.809,0.251,0
5.1,60.86,2,22.03,0,29.8,1,0,1.67,0.252,0.173,0
10.0,31.6,6,26.96,0,10.5,0,0,3.23,0.193,0.027,0
39.5,70.62,30,34.64,1,27.6,0,0,4.96,0.449,0.171,0
39.1,40.66,21,43.14,2,54.4,1,0,10.61,0.2,0.15,0
9.9,8.12,4,5.0,0,8.5,0,1,1.1,0.753,0.216,0
2.4,37.99,1,27.56,2,10.6,0,3,5.27,0.595,0.044,1
8.9,55.38,8,30.08,1,3.8,0,0,0.86,0.351,0.264,0
32.3,46.48,16,24.64,2,2.5,0,1,2.13,0.422,0.176,0
11.6,10.04,7,43.52,2,27.7,0,0,3.97,0.681,0.188,0
21.1,48.87,12,17.92,0,17.7,0,1,4.66,0.421,0.17,0
12.7,47.28,8,41.02,2,25.2,0,0,1.51,0.666,0.371,1
3.3,27.51,2,13.47,0,3.7,1,0,6.03,0.527,0.097,0
13.0,55.16,6,29.7,2,28.3,0,0,2.98,0.327,0.699,0
23.0,42.59,15,22.2,2,7.5,0,1,5.12,0.246,0.445,0
7.9,9.88,4,30.58,0,19.3,0,1,0.9,0.598,0.067,0
22.6,57.51,7,38.32,1,37.6,0,1,1.39,0.23,0.267,0
13.7,48.15,8,41.46,0,19.1,0,2,0.84,0.088,0.164,0
21.8,72.24,13,31.57,1,3.8,1,0,4.14,0.382,0.373,0
16.4,29.43,5,43.97,1,13.9,1,0,1.63,0.453,0.245,0
5.5,40.81,3,51.82,0,5.8,0,2,7.27,0.149,0.191,1
10.1,64.19,5,15.4,2,16.1,0,1,3.05,0.244,0.325,0
9.8,28.52,9,38.0,0,1.6,0,0,3.35,0.59,0.241,0
7.6,63.55,4,18.1,1,80.8,0,1,1.2,0.464,0.295,0
15.4,64.02,7,41.68,3,19.4,0,0,0.36,0.66,0.072,0
44.2,50.65,28,5.0,1,9.6,0,1,2.16,0.125,0.194,0
26.9,42.03,7,16.21,1,8.5,0,0,3.05,0.154,0.412,1
29.4,33.35,21,39.47,1,17.4,1,1,3.29,0.424,0.381,0
7.2,32.02,2,34.03,0,22.3,1,1,2.29,0.384,0.184,0
29.7,50.59,15,55.19,1,5.3,1,0,4.99,0.28,0.483,0
36.4,5.0,26,53.33,0,16.0,0,1,4.27,0.699,0.446,0
7.0,34.97,6,44.08,1,38.9,1,0,5.97,0.302,0.197,0
17.7,32.49,13,48.68,1,33.2,1,0,4.18,0.668,0.262,0
18.0,27.22,9,11.85,1,4.1,0,2,5.7,0.155,0.171,0
10.7,48.34,3,43.57,2,9.7,0,3,3.34,0.332,0.227,1
14.5,18.54,7,24.04,2,31.3,0,0,1.39,0.615,0.095,1
18.7,66.65,4,50.64,0,7.4,1,0,3.97,0.382,0.202,0
11.2,61.44,2,26.07,0,29.3,0,1,1.78,0.316,0.333,1
26.1,69.47,11,49.24,1,24.7,0,1,0.52,0.394,0.369,1
4.0,35.51,0,48.33,1,4.0,0,0,6.88,0.378,0.45,0
9.8,48.74,7,39.17,0,23.9,0,0,3.95,0.202,0.2,0
21.4,59.82,12,21.45,0,36.3,1,0,1.76,0.49,0.136,0
41.2,42.65,19,20.53,0,47.5,1,0,0.73,0.237,0.371,0
27.2,34.8,16,55.65,2,5.6,0,1,11.37,0.529,0.347,0
14.3,47.15,12,51.28,1,115.5,0,0,7.81,0.45,0.455,0
11.7,41.31,3,23.38,0,13.5,1,0,8.05,0.279,0.117,0
10.2,25.73,5,19.06,0,5.8,1,0,4.02,0.117,0.237,0
10.3,5.0,2,26.78,2,25.6,0,0,3.51,0.209,0.432,1
2.1,28.38,2,68.35,2,25.0,0,4,3.86,0.175,0.669,1
40.1,5.0,21,53.86,1,19.0,0,0,2.39,0.247,0.12,0
12.4,29.34,7,45.69,0,3.1,1,1,0.94,0.237,0.242,1
6.6,70.54,1,28.97,2,0.6,0,1,7.74,0.536,0.502,0
17.5,11.73,5,58.79,1,26.6,0,0,3.0,0.786,0.453,1
7.1,53.08,4,40.16,1,8.6,0,0,6.67,0.386,0.113,0
24.4,67.01,9,11.51,0,2.1,0,0,4.21,0.74,0.437,0
6.8,16.69,6,5.0,4,53.5,1,0,2.67,0.328,0.4,0
22.0,77.3,7,60.45,0,52.1,1,0,1.16,0.713,0.138,0
10.1,43.62,6,23.63,3,20.6,1,0,1.95,0.611,0.464,0
15.9,69.45,12,12.11,1,5.6,1,1,2.91,0.4,0.268,0
23.2,49.88,20,59.78,1,83.5,0,0,5.22,0.3,0.505,0
8.3,36.71,6,60.86,1,5.5,0,0,8.05,0.839,0.06,0
22.8,5.0,9,44.12,1,0.2,0,0,2.16,0.219,0.433,0
2.2,24.93,1,5.0,1,46.0,0,1,4.24,0.179,0.242,0
34.6,57.24,20,20.68,2,4.4,0,2,4.66,0.26,0.348,0
25.6,72.67,15,29.67,1,19.9,0,2,6.03,0.464,0.142,0
12.0,19.72,3,61.59,0,5.4,1,0,6.13,0.251,0.095,0
28.7,43.93,11,45.54,2,11.8,0,1,2.65,0.615,0.337,0
26.7,36.97,10,23.63,3,10.3,0,1,5.64,0.111,0.238,0
12.9,52.52,4,51.39,1,9.4,0,0,4.57,0.306,0.48,0
12.8,46.59,6,32.03,3,7.6,0,0,1.37,0.101,0.598,1
5.9,38.31,3,16.65,1,0.3,1,1,7.62,0.55,0.269,0
13.4,56.5,6,44.81,0,4.8,0,2,1.06,0.727,0.101,0
3.2,32.55,1,59.09,1,102.8,0,0,6.04,0.251,0.453,1
21.9,45.2,13,24.37,2,0.2,0,0,8.12,0.23,0.094,0
22.2,58.86,13,27.45,3,1.5,1,1,6.73,0.493,0.102,0
2.3,31.93,1,25.44,2,0.7,1,1,2.67,0.331,0.164,0
32.4,38.54,15,29.61,2,14.4,1,1,4.99,0.117,0.149,0
7.7,34.96,5,36.81,2,0.8,1,0,1.89,0.408,0.192,0
68.9,53.14,32,37.19,1,15.4,1,3,11.07,0.032,0.227,0
15.3,51.29,9,38.52,0,7.9,0,0,5.01,0.147,0.052,0
32.6,35.67,21,24.56,0,42.0,0,0,0.76,0.713,0.231,0
