,age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
8505,60,M,PX03UTZ,Village,No Membership,2016-03-08,Yes,CID45405,Gift Vouchers/Coupons,Desktop,Wi-Fi,09:42:04,9,95.08,19129.04,27.0,528.91,No,Yes,Yes,No Information Available,No reason specified,1
8506,46,M,XPRMOJD,Village,Premium Membership,2017-05-10,?,CID7935,Credit/Debit Card Offers,Desktop,Fiber_Optic,19:22:53,20,132.7,85207.04,6.0,763.3,No,Yes,No,Not Applicable,Reasonable Price,0
8507,54,M,F2PFBJ3,,Basic Membership,2016-01-15,Yes,CID61760,Without Offers,Smartphone,Fiber_Optic,23:16:46,9,69.29,29876.81,12.0,670.99,Yes,No,No,Not Applicable,Poor Product Quality,1
8508,59,M,QRJM3WM,City,No Membership,2015-07-17,Yes,CID58179,Gift Vouchers/Coupons,Desktop,Mobile_Data,16:18:17,4,799.85,38116.28,7.0,,Yes,No,Yes,Unsolved,Poor Product Quality,1
8509,59,M,6BV9WXU,,Platinum Membership,2016-10-27,Yes,CID2790,Without Offers,Desktop,Wi-Fi,16:39:23,21,177.06,41200.37,12.0,810.25,Yes,No,No,Not Applicable,Reasonable Price,0
8510,53,M,DRI4M3G,Town,Basic Membership,2015-02-19,Yes,CID45694,Credit/Debit Card Offers,Both,Mobile_Data,00:17:13,13,811.08,17027.7,24.0,576.36,Yes,No,Yes,Solved,Poor Customer Service,1
8511,46,M,U1P3HTZ,Town,Silver Membership,2016-12-02,?,CID36035,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,08:08:27,11,34.7,33638.72,28.0,120.73562436745136,Yes,No,No,Not Applicable,Too many ads,1
8512,33,M,VOJO6KJ,,No Membership,2017-12-04,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,07:24:26,17,55.51,23290.53,10.0,543.48,No,Yes,No,Not Applicable,Poor Customer Service,1
8513,54,F,YQGQ7I8,Town,Basic Membership,2017-05-16,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,10:17:45,16,32.58,15118.61,20.0,666.87,No,Yes,Yes,Solved in Follow-up,Poor Website,1
8514,20,F,4Q931J5,,Premium Membership,2016-05-15,Yes,CID46796,Without Offers,Smartphone,Mobile_Data,01:14:28,12,892.02,23125.33,28.0,721.35,Yes,No,No,Not Applicable,Poor Customer Service,0
8515,45,M,T0GJLDO,City,Basic Membership,2015-07-25,Yes,CID1764,Gift Vouchers/Coupons,Smartphone,Wi-Fi,09:36:29,4,2097.20963471544,20707.04,11.0,25.596200897430663,No,Yes,No,Not Applicable,Poor Website,1
8516,55,M,O0IWUYW,Village,Silver Membership,2016-02-09,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,05:34:46,15,179.42,22963.05,27.0,694.65,Yes,No,No,Not Applicable,Poor Product Quality,1
8517,55,F,C8VBFRI,Village,Platinum Membership,2016-03-07,Yes,CID10041,Gift Vouchers/Coupons,Smartphone,Wi-Fi,05:49:03,7,582.61,66409.24,2.0,773.72,Yes,No,No,Not Applicable,Reasonable Price,0
8518,61,F,1WS3A8Y,City,Basic Membership,2017-09-15,Yes,CID54608,Gift Vouchers/Coupons,Desktop,Fiber_Optic,09:50:39,16,520.84,7488.82,14.0,519.07,Yes,Yes,Yes,Solved in Follow-up,Too many ads,1
8519,63,F,KG9NO8H,City,Gold Membership,2017-08-07,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,01:45:46,10,168.13,34004.07,-9.769804490520453,842.94,Yes,No,No,Not Applicable,User Friendly Website,0
8520,57,M,2AKE1FY,City,No Membership,2017-01-25,Yes,CID5718,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,05:37:02,6,847.34,10838.79,23.0,263.2683099411676,No,Yes,No,Not Applicable,Poor Customer Service,1
8521,47,F,42S5VUS,City,Gold Membership,2017-04-07,Yes,CID52227,Without Offers,Smartphone,Fiber_Optic,02:43:37,17,106.08,42482.76,25.0,955.1175720672892,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,1
8522,42,M,BIYDZIF,City,Gold Membership,2017-04-10,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,10:08:51,13,106.69,37835.1,27.0,659.01,Yes,No,Yes,Solved in Follow-up,Too many ads,1
8523,13,F,4TIHWVP,City,Platinum Membership,2016-12-19,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,22:56:16,10,51.83,7112.79,Error,712.71,No,Yes,Yes,Solved in Follow-up,Products always in Stock,0
8524,56,F,X8CCBEQ,Village,No Membership,2017-08-18,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,14:21:24,13,455.77,40742.45,15.0,553.27,Yes,No,Yes,Unsolved,No reason specified,1
8525,40,M,GRIMICB,City,Basic Membership,2016-08-16,Yes,CID36386,Credit/Debit Card Offers,Desktop,Fiber_Optic,12:18:41,13,36.66,22431.74,17.0,542.26,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,1
8526,20,M,AJM9ZN7,,Gold Membership,2015-10-11,?,CID26689,Gift Vouchers/Coupons,Smartphone,Mobile_Data,23:29:37,9,30.1,9129.37,25.0,,No,Yes,Yes,Solved,Poor Website,0
8527,13,F,BLZD3DL,City,Silver Membership,2016-11-23,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,06:31:56,13,188.28,2309.45,6.0,718.92,Yes,No,Yes,Solved,Too many ads,0
8528,48,M,42GJ3UN,,No Membership,2015-04-20,Yes,CID37398,Without Offers,Smartphone,Wi-Fi,02:24:44,14,150.09,48187.61,25.0,619.12,Yes,No,Yes,Solved,Poor Website,1
8529,49,M,125X8JH,Town,Basic Membership,2015-12-01,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,16:19:39,3,951.7741749539236,12103.19,16.0,,Yes,No,Yes,No Information Available,Poor Customer Service,1
8530,23,M,AQJNR0S,City,Silver Membership,2015-12-21,Yes,CID9741,Credit/Debit Card Offers,Smartphone,Mobile_Data,05:52:33,13,339.36,31006.85,26.0,623.22,Yes,No,No,Not Applicable,Poor Customer Service,1
8531,50,M,AN643SQ,Village,No Membership,2017-09-18,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,18:33:15,20,33.36,41419.57,11.0,606.17,No,Yes,Yes,No Information Available,Too many ads,1
8532,42,M,N8ICH7U,City,Basic Membership,2017-11-22,Yes,CID52775,Without Offers,Desktop,Mobile_Data,04:12:41,8,234.78,35507.89,12.0,541.15,No,Yes,No,Not Applicable,No reason specified,1
8533,38,F,Q67QXKZ,,Silver Membership,2016-08-08,Yes,CID35351,Without Offers,Desktop,Wi-Fi,07:13:20,13,102.86,44607.88,12.0,625.95,No,Yes,No,Not Applicable,Poor Website,1
8534,62,M,X60DS8Z,City,Gold Membership,2016-12-18,Yes,CID33540,Credit/Debit Card Offers,Desktop,Fiber_Optic,11:16:30,5,203.06,15371.2,11.0,652.74,No,Yes,No,Not Applicable,Poor Customer Service,1
8535,59,F,X5DLDAD,City,Basic Membership,2015-03-31,Yes,CID49166,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,07:14:49,5,68.96,25179.58,17.0,558.16,Yes,No,No,Not Applicable,Poor Customer Service,1
8536,62,M,5TKS42X,City,Gold Membership,2016-06-18,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Mobile_Data,20:23:52,9,363.47,8998.74,20.0,330.44742963132626,No,Yes,Yes,Solved,Too many ads,0
8537,11,F,GNKWWT2,City,Basic Membership,2016-07-01,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,10:35:48,18,30.75,10907.57,11.0,634.87,No,Yes,No,Not Applicable,Poor Website,1
8538,25,F,D7RK24X,City,Basic Membership,2017-12-24,Yes,CID62886,Without Offers,Desktop,Mobile_Data,00:26:57,-999,136.89,34570.37,20.0,545.03,Yes,No,Yes,No Information Available,Poor Product Quality,1
8539,46,F,6P4AJ2Q,City,Basic Membership,2015-05-24,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,15:31:39,8,34.6,38277.46,26.0,523.73,Yes,No,Yes,Unsolved,Too many ads,1
8540,33,F,GLS20WB,City,Basic Membership,2016-10-25,Yes,CID26587,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,07:30:31,10,31.27,26860.46,Error,-112.48365827865643,Yes,No,Yes,Solved in Follow-up,No reason specified,1
8541,22,F,U0N82HK,Town,Premium Membership,2016-12-08,No,xxxxxxxx,Without Offers,Desktop,Mobile_Data,05:47:59,8,330.41,73172.72,16.0,712.72,No,Yes,Yes,No Information Available,Reasonable Price,0
8542,22,F,LLRLKMJ,Town,No Membership,2016-02-05,?,CID46061,Without Offers,?,Wi-Fi,12:34:44,12,460.67,47850.16,25.0,694.81,No,Yes,No,Not Applicable,Poor Product Quality,1
8543,49,F,EZJTT9O,Village,Premium Membership,2016-05-25,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,22:31:30,6,31.23,92737.9,11.0,801.98,No,Yes,No,Not Applicable,Reasonable Price,0
8544,49,M,C2IF7HX,Village,No Membership,2015-08-11,Yes,CID40688,Gift Vouchers/Coupons,Desktop,Wi-Fi,17:24:44,7,1353.44,1406.39,20.0,78.34380893314426,No,Yes,No,Not Applicable,Poor Product Quality,1
8545,43,M,NTKJZ3Q,Town,Gold Membership,2016-08-05,Yes,CID46960,Credit/Debit Card Offers,Desktop,Wi-Fi,10:27:44,-999,109.65,18022.08,15.0,795.57,Yes,No,No,Not Applicable,Too many ads,0
8546,45,F,EGZZJIF,Town,Gold Membership,2017-11-30,Yes,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,16:17:53,12,52.74,28794.88,16.0,692.46,No,Yes,No,Not Applicable,No reason specified,1
8547,47,M,VP1HKX4,,Premium Membership,2015-07-23,No,xxxxxxxx,Credit/Debit Card Offers,?,Fiber_Optic,21:39:07,11,60.3,19074.08,2.0,842.42,No,Yes,No,Not Applicable,Products always in Stock,0
8548,50,M,E5GBASY,,Silver Membership,2017-04-26,Yes,CID48312,Without Offers,Smartphone,Wi-Fi,10:56:08,20,39.27,28058.13,12.0,1053.2232825414071,Yes,No,Yes,Solved in Follow-up,Poor Website,0
8549,15,M,KWQQ7X6,,Basic Membership,2016-07-09,Yes,CID5153,Gift Vouchers/Coupons,Desktop,Mobile_Data,00:00:41,16,98.58,5623.32,16.0,682.86,No,Yes,Yes,No Information Available,No reason specified,1
8550,18,M,9W1JY8X,Town,Premium Membership,2015-09-22,?,CID61871,Without Offers,Desktop,Fiber_Optic,11:29:01,16,34.78,5645.5,20.0,729.92,No,Yes,No,Not Applicable,Poor Website,0
8551,21,F,C6BZFM8,Village,Silver Membership,2015-11-13,Yes,CID27065,Without Offers,Desktop,Mobile_Data,14:54:32,-999,238.13,23606.23,3.0,350.2134701843094,No,Yes,Yes,No Information Available,User Friendly Website,0
8552,62,M,FRIV9TA,City,No Membership,2015-11-15,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,03:01:05,21,488.59,14457.96,Error,319.1065911044724,Yes,No,Yes,Solved,Poor Customer Service,1
8553,40,F,JEY9SYA,City,No Membership,2017-06-07,Yes,CID51470,Without Offers,Desktop,Wi-Fi,03:43:52,-999,528.37,33079.02,11.0,931.6967769865944,Yes,No,No,Not Applicable,Poor Website,1
8554,59,F,Y2C9NHX,City,Basic Membership,2017-11-11,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,04:13:45,5,247.43,46874.47,20.0,550.43,Yes,No,No,Not Applicable,Poor Customer Service,1
8555,59,F,9DQM566,,Basic Membership,2017-09-16,?,CID40288,Credit/Debit Card Offers,Smartphone,Mobile_Data,13:36:01,9,35.91,7101.62,24.0,578.89,No,Yes,Yes,Solved,Poor Website,1
8556,31,Unknown,0NLBX2F,,Basic Membership,2016-10-01,Yes,CID37339,Credit/Debit Card Offers,Smartphone,Wi-Fi,03:47:25,15,166.68,46906.09,20.0,661.81,Yes,No,No,Not Applicable,Too many ads,1
8557,62,F,0K34YS0,Town,Premium Membership,2016-10-27,Yes,CID25245,Without Offers,Desktop,Mobile_Data,02:36:19,17,645.27,2406.81,22.0,722.43,Yes,Yes,Yes,Solved,No reason specified,0
8558,20,M,680AIJ0,Town,Platinum Membership,2017-03-01,?,CID17700,Without Offers,Smartphone,Fiber_Optic,00:10:07,10,676.94,43279.76,28.0,784.32,Yes,Yes,Yes,Solved,No reason specified,0
8559,62,F,V9QGSAW,Town,Basic Membership,2016-01-12,?,CID15016,Gift Vouchers/Coupons,Smartphone,Wi-Fi,07:12:52,10,32.3,20249.79,12.0,648.43,No,Yes,Yes,No Information Available,Poor Website,1
8560,36,M,DA5IASF,,Gold Membership,2015-07-18,Yes,CID60330,,Desktop,Fiber_Optic,15:31:18,14,79.05,48529.53,29.0,776.71,Yes,No,No,Not Applicable,Poor Website,0
8561,28,F,KFLGD6D,,Silver Membership,2016-04-15,Yes,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,08:51:10,14,201.76,39159.83,26.0,672.12,Yes,No,Yes,Unsolved,No reason specified,1
8562,32,M,IJIQPSC,Town,No Membership,2015-05-12,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:25:43,15,208.85,11001.4,22.0,699.97,Yes,No,Yes,Unsolved,Poor Product Quality,1
8563,40,F,KZZEVY0,City,Silver Membership,2017-02-10,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,03:02:57,15,301.22,40367.74,4.0,768.0,Yes,No,Yes,Unsolved,Quality Customer Care,0
8564,55,M,2NO30J4,City,Basic Membership,2015-03-20,No,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,10:40:50,13,207.61,31470.08,25.0,637.15,Yes,No,No,Not Applicable,No reason specified,1
8565,52,M,9C7ZBJ3,,Premium Membership,2017-11-20,Yes,CID34045,Without Offers,Desktop,Wi-Fi,07:13:22,21,162.26,1601.94,4.0,799.27,No,Yes,Yes,Solved in Follow-up,User Friendly Website,0
8566,45,F,83P905W,Town,No Membership,2015-04-27,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,20:51:59,8,-987.2614607049604,8014.49,13.0,519.76,Yes,No,No,Not Applicable,Poor Website,1
8567,27,F,ROWQ2CG,Town,Gold Membership,2017-09-11,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,18:51:18,18,65.96,14859.88,Error,697.68,Yes,No,No,Not Applicable,Poor Website,1
8568,42,M,AIL2FQD,Town,Basic Membership,2017-03-19,Yes,CID1453,Without Offers,Desktop,Mobile_Data,00:54:49,12,168.36,32990.91,26.0,642.16,No,Yes,No,Not Applicable,Poor Product Quality,1
8569,44,F,198PAH6,Village,No Membership,2017-05-31,Yes,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,11:01:33,9,190.63,33190.86,15.0,637.77,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
8570,38,M,ZFQ707C,Town,Gold Membership,2016-05-03,?,CID55157,Without Offers,Smartphone,Mobile_Data,14:54:33,18,1222.2461905362904,19009.34,10.0,630.52,No,Yes,No,Not Applicable,Poor Customer Service,1
8571,51,M,S1FCT7H,Town,Silver Membership,2015-09-29,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,04:31:04,7,82.5,7876.33,17.0,712.57,No,Yes,Yes,Solved in Follow-up,Too many ads,1
8572,64,F,HUC96YL,Town,Silver Membership,2017-03-24,Yes,CID28884,Credit/Debit Card Offers,Smartphone,Fiber_Optic,02:41:11,20,62.1,5637.87,15.0,713.44,Yes,No,Yes,Solved,Poor Customer Service,1
8573,47,M,WZ943FS,Village,Silver Membership,2015-03-10,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,11:31:56,16,175.86,32654.92,14.0,701.52,No,Yes,No,Not Applicable,Poor Customer Service,1
8574,29,F,MUE7FDW,,Platinum Membership,2015-06-11,Yes,CID60578,Gift Vouchers/Coupons,Desktop,Fiber_Optic,01:15:45,18,33.48,31467.32,23.0,298.04724394820784,No,Yes,Yes,Solved in Follow-up,Too many ads,0
8575,12,M,X2Z6ZWO,,Premium Membership,2015-07-06,?,CID6983,Without Offers,Both,Fiber_Optic,10:25:36,6,432.28,5088.75,14.0,700.32,Yes,No,No,Not Applicable,No reason specified,0
8576,58,M,NB5NXAS,City,Silver Membership,2015-05-18,No,xxxxxxxx,Without Offers,Both,Mobile_Data,03:16:44,9,286.54,28955.4,13.0,718.17,No,Yes,No,Not Applicable,Poor Website,0
8577,49,F,VGLFKN6,,Basic Membership,2015-04-08,No,xxxxxxxx,Gift Vouchers/Coupons,Both,Wi-Fi,14:19:31,23,224.19,46739.6,9.0,632.39,Yes,No,No,Not Applicable,Poor Customer Service,1
8578,54,M,J82P7XL,Town,No Membership,2016-02-10,Yes,CID35257,Credit/Debit Card Offers,Smartphone,Fiber_Optic,21:11:45,4,62.47,9047.36,29.0,691.48,No,Yes,No,Not Applicable,Poor Customer Service,1
8579,60,M,ANOBYO9,Town,Basic Membership,2017-04-24,Yes,CID63277,Credit/Debit Card Offers,Desktop,Fiber_Optic,10:02:09,8,31.28,31281.7,5.0,568.32,Yes,No,Yes,Unsolved,No reason specified,1
8580,29,M,NI5RVZV,Village,Basic Membership,2017-12-16,Yes,CID58302,Without Offers,Smartphone,Fiber_Optic,23:05:47,10,34.94,38732.32,7.0,549.39,No,Yes,Yes,No Information Available,Too many ads,1
8581,12,M,PMOD2I1,City,No Membership,2017-03-06,Yes,CID15774,Without Offers,Both,Fiber_Optic,01:01:09,10,366.3,856.24,16.0,582.48,Yes,Yes,No,Not Applicable,No reason specified,1
8582,55,M,5PTDCSJ,,Gold Membership,2016-04-27,?,CID32767,Credit/Debit Card Offers,Desktop,Fiber_Optic,01:07:34,14,90.04,42451.61,21.0,758.1,Yes,No,Yes,No Information Available,No reason specified,0
8583,56,M,2XYXN59,Town,Silver Membership,2016-09-28,No,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,08:19:06,16,32.52,23776.77,10.0,711.04,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
8584,48,M,N13WBXR,Village,No Membership,2015-10-20,Yes,CID22285,Gift Vouchers/Coupons,Desktop,Fiber_Optic,22:48:25,8,123.92,49589.51,23.0,683.17,Yes,No,Yes,No Information Available,No reason specified,0
8585,15,M,IZO72BJ,Town,Gold Membership,2017-10-03,Yes,CID59684,Gift Vouchers/Coupons,Desktop,Wi-Fi,04:46:36,11,646.3,91624.09,8.0,757.7,Yes,Yes,Yes,Solved in Follow-up,Quality Customer Care,0
8586,40,F,H7F74NP,City,Gold Membership,2015-08-13,Yes,CID27512,Without Offers,Smartphone,Fiber_Optic,22:06:33,23,140.82,36033.95,12.0,,No,Yes,No,Not Applicable,Poor Product Quality,0
8587,49,M,GTA5BA9,City,Silver Membership,2016-01-27,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21:07:54,3,164.01,7675.4,24.0,612.16,No,Yes,Yes,Unsolved,No reason specified,1
8588,17,F,WHA3WGS,City,Gold Membership,2017-11-09,No,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,07:57:34,23,490.6,5350.06,17.0,231.9096819073424,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,1
8589,63,M,7U32U4I,,No Membership,2016-10-05,No,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,21:35:45,17,31.71,13467.31,7.0,631.29,Yes,No,Yes,Unsolved,Too many ads,1
8590,43,M,P4ELLQQ,City,Gold Membership,2015-06-24,Yes,CID1103,Gift Vouchers/Coupons,?,Mobile_Data,05:26:03,13,102.16,31350.6,15.0,743.85,Yes,No,No,Not Applicable,Poor Product Quality,0
8591,57,M,U0O7MRC,City,No Membership,2017-08-03,Yes,CID60345,Credit/Debit Card Offers,Desktop,Fiber_Optic,20:12:58,21,950.86,30436.13,Error,950.8650196117072,No,Yes,No,Not Applicable,Too many ads,1
8592,35,F,YW0WHEM,City,Basic Membership,2016-03-29,No,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,05:09:38,-999,328.61,46425.97,32.708410077741604,659.8,Yes,Yes,Yes,Solved in Follow-up,No reason specified,1
8593,46,F,15A7HJN,Town,Silver Membership,2017-05-29,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,13:40:31,5,411.51,40272.99,23.0,1022.9441312908712,Yes,No,No,Not Applicable,Poor Website,1
8594,25,F,G21RZWV,City,No Membership,2015-01-12,Yes,CID30828,Without Offers,?,Fiber_Optic,09:05:21,12,434.05,48857.52,21.0,278.7389014414727,Yes,No,No,Not Applicable,Poor Website,1
8595,40,F,GSW895T,Town,Platinum Membership,2016-01-05,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,07:32:30,11,182.61,10757.37,18.0,1157.8712775783283,No,Yes,No,Not Applicable,No reason specified,0
8596,61,F,1ZE9BQ0,,Gold Membership,2016-01-20,Yes,CID42401,Credit/Debit Card Offers,Smartphone,Fiber_Optic,08:02:16,3,51.7,32144.99,27.0,707.07,Yes,No,No,Not Applicable,Too many ads,0
8597,13,M,ZP5ACRI,,Basic Membership,2017-12-28,Yes,CID44191,Without Offers,?,Wi-Fi,09:55:04,13,112.17,21567.95,14.0,254.60009413831867,No,Yes,No,Not Applicable,No reason specified,1
8598,11,F,KLB24ZG,City,Basic Membership,2017-06-18,Yes,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,04:50:18,10,588.62,4030.65,26.0,618.5,Yes,No,Yes,Unsolved,Poor Product Quality,1
8599,53,F,N4YI58X,,Basic Membership,2015-09-02,Yes,CID34293,Gift Vouchers/Coupons,?,Fiber_Optic,08:29:45,2,39.85,24087.96,10.0,656.38,Yes,No,No,Not Applicable,No reason specified,1
8600,33,M,0MEL9SB,City,No Membership,2016-03-12,Yes,CID38390,Credit/Debit Card Offers,Smartphone,Fiber_Optic,07:33:06,12,30.23,12441.98,Error,693.56,Yes,No,No,Not Applicable,Poor Website,1
8601,43,M,AEA71BA,Village,No Membership,2016-04-28,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19:17:17,3,32.49,19917.28,5.0,,No,Yes,Yes,Unsolved,No reason specified,1
8602,30,F,DXUBYBW,Town,Premium Membership,2016-05-31,No,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,02:11:16,6,140.32,96917.34,17.0,788.78,Yes,No,Yes,Solved,Reasonable Price,0
8603,15,F,GDLE5H0,Town,Platinum Membership,2015-07-04,No,xxxxxxxx,Credit/Debit Card Offers,Desktop,Mobile_Data,18:12:13,14,176.22,25129.17,4.0,837.86,No,Yes,Yes,Solved in Follow-up,Quality Customer Care,0
8604,38,F,AE0CH5D,Town,Platinum Membership,2015-09-13,Yes,CID33145,Without Offers,Desktop,Wi-Fi,05:49:44,22,162.64,35697.55,25.0,712.9,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,0
8605,11,F,RE3UQ22,Village,Silver Membership,2016-08-21,Yes,CID31577,Without Offers,?,Wi-Fi,18:05:36,19,54.53,6493.6,13.0,647.45,No,Yes,No,Not Applicable,Poor Website,1
8606,44,F,LM9TZBS,Village,No Membership,2015-06-16,No,xxxxxxxx,Without Offers,Desktop,Wi-Fi,13:06:15,20,51.08,15965.42,25.0,676.5,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,1
8607,42,M,KJM3ZZ0,,Basic Membership,2015-01-13,?,CID40060,Credit/Debit Card Offers,?,Wi-Fi,09:56:00,17,84.3,6102.57,-13.702544009474167,609.63,No,Yes,Yes,No Information Available,Too many ads,1
8608,51,F,S2NNPOH,City,Basic Membership,2016-12-21,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,15:26:05,-999,267.69,10360.0,23.0,658.57,No,Yes,No,Not Applicable,No reason specified,1
8609,12,M,9OJFBA0,Town,Silver Membership,2016-01-08,No,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,23:18:12,16,300.12,17219.8,17.0,719.85,Yes,Yes,No,Not Applicable,Reasonable Price,0
8610,28,F,0DGZE23,Town,Premium Membership,2016-11-07,Yes,CID8769,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19:04:49,14,1040.65,4063.64,Error,782.19,Yes,No,Yes,Solved in Follow-up,No reason specified,0
8611,40,F,L8QH8PQ,,Silver Membership,2016-03-14,Yes,CID36714,Gift Vouchers/Coupons,Both,Wi-Fi,08:18:16,5,274.42,30005.31,13.0,770.28,Yes,Yes,No,Not Applicable,Products always in Stock,0
8612,28,M,3IQSH0N,Town,Basic Membership,2017-09-28,No,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,11:10:11,-999,433.14,49025.16,25.0,236.5221922401124,Yes,Yes,Yes,Unsolved,Poor Product Quality,1
8613,46,F,Y10DAO2,City,Platinum Membership,2016-07-20,No,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,17:38:06,15,74.59,4520.41,7.0,714.24,No,Yes,No,Not Applicable,Poor Website,0
8614,45,F,G9LII6K,City,Basic Membership,2017-10-08,Yes,CID59998,Without Offers,Smartphone,Fiber_Optic,16:25:15,11,1126.2636420818435,34059.31,29.0,613.45,No,Yes,Yes,Unsolved,Poor Website,1
8615,63,M,O7WLZ6J,,Basic Membership,2015-02-20,?,CID31796,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:15:28,16,334.03,40853.63,18.0,644.64,Yes,No,No,Not Applicable,Poor Product Quality,1
8616,47,M,Y2X3DQC,Village,Gold Membership,2016-04-17,No,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Mobile_Data,05:11:57,-999,99.09,24685.96,18.0,806.34,Yes,No,No,Not Applicable,Quality Customer Care,0
8617,45,M,6QUK9CU,,Premium Membership,2016-10-09,Yes,CID6010,Without Offers,Desktop,Mobile_Data,12:30:02,8,108.68,1976.7,9.0,790.37,Yes,No,Yes,Unsolved,Products always in Stock,0
8618,31,F,AF0YPVD,Town,Basic Membership,2017-03-30,Yes,CID56210,Without Offers,Smartphone,Wi-Fi,21:48:56,20,141.53,47581.9,15.0,615.27,No,Yes,Yes,Solved,Poor Product Quality,1
8619,14,F,68ZVX8O,,Basic Membership,2017-04-14,?,CID26006,Gift Vouchers/Coupons,Desktop,Mobile_Data,08:24:24,17,34.37,33214.76,26.0,667.24,Yes,No,No,Not Applicable,Poor Product Quality,1
8620,50,F,3E6OQHA,,Gold Membership,2017-09-11,Yes,CID17537,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:55:57,23,384.22,26518.16,26.0,629.68,Yes,No,Yes,Unsolved,Poor Website,1
8621,17,M,9WDJVG3,City,Gold Membership,2016-10-27,Yes,CID9811,Credit/Debit Card Offers,Smartphone,Wi-Fi,06:12:37,20,982.11,38873.66,Error,798.71,No,Yes,Yes,No Information Available,Poor Customer Service,0
8622,60,M,ROUZ1U5,City,Silver Membership,2016-08-29,Yes,CID26326,Without Offers,Desktop,Fiber_Optic,21:06:47,23,90.75,36055.01,7.0,1197.0572008540594,Yes,No,Yes,Solved in Follow-up,Too many ads,0
